Catalogue No.	Artist Name	Title	Object Type	Transaction
F-A2007	"POTTER, PAULUS (Dutch)"	Le tête d'un dogue. Etude hardiment touchée.	Peinture	"Vendu, 77 livres"
F-A2007	"ROBERT, HUBERT (French)"	"Deux tableaux d'une touche savante et de goût, offrant différentes vues d'Italie."	Peinture	"Vendu, 199 livres"
F-A2007	SASSOFERRATO GIOVANNI BATTISTA SALVI (Italian)	Un autre buste de Vierge.	Peinture	"Vendu, 7 livres"
F-A2007	"SCHALCKEN, GODFRIED (Dutch)"	Un sujet de trois figures dans un intérieur d'appartement.	Peinture	Inconnue
F-A2007	"STEEN, JAN (Dutch)"	"Une vue de paysage au bord d'un canal de Hollande, on y voit différens personnages, qui sont venus se promener en bateau dans ce lieu frais et agréable. Ce tableau, trés-naturellement rendu, est aussi de la bonne touche de cet artiste plaisant dans toutes ces compositions."	Peinture	Inconnue
F-A2007	"UDEN, LUCAS VAN (Flemish)"	"Une chasse á l'ours dans un paysage brillant et largement touché; touct ce qu'on pourroit dire d'intéressant de ce beau et magnifique tableau, ne sauroit répondre á l'effet frappant qu'il produit á l'oeil du connoisseur."	Peinture	"Retiré, 1000 livres"
F-A2007	"VELDE, ESAIAS VAN DE I (Dutch)"	"Un petit tableau, paysage avec divers personnages, dont quelques uns s'amusent á partiner et courir en traineaux sur un canal glacé."	Peinture	"Inconnue, 72.1 livres"
F-A2007	"WIJNANTS, JAN (Dutch)"	"Un paysage du plus heureux site, clair et trés-agréable. Ce morceau, d'une supérieure qualité, est orné de figures et animaux, par ad Vendevelde, dans son meilleur temps."	Peinture	Inconnue
F-A2007	"WIT, JACOB DE (Dutch)"	"Une charmante esquisse, sujet de fable, vue en plasond."	Peinture	Inconnue
F-A2007	"WOUWERMAN, PHILIPS (Dutch)"	Un tableau pouvant servir de pendant au précédent et de même genre [un paysage]  dans la composition. (pendant du lot 85)	Peinture	"Retiré, 1500 livres"
F-A2008	"BOILLY, LOUIS LÉOPOLD (French)"	"L'intérieur de la chambre d'un artiste, qui veut embrasser une jeune fille, & semble lui indiquer un tableau qui est dans le fond de l'appartement; plusieurs autres accessoires rendus avec vérité, assurent un rang distingué á ce tableau parmi les productions modernes."	Peinture	"Vendu, 139 livres"
F-A2008	"BOURDON, SÉBASTIEN (French)"	"Armide descendant de son char, & enchaînant Renaud de guirlandes de fleurs; composition de six figures."	Peinture	"Vendu, 19 livres"
F-A2008	"BRUEGHEL, JAN THE ELDER (Flemish)"	"Un paysage, oú l'on voit des voitures attelées, & des paysans occupés a des travaux champêtres."	Peinture	Inconnue
F-A2008	"CABEL, ADRIAN VAN DER (Dutch)"	"Deux tableaux, l'un représentant un homme jouant de la guittare, l'autre une femme jouant de la flute; les figures vues á mi-corps. Haut. 6 pouc. & demi, larg. 8 pouc. & demi. de forme ovale. B[ois]."	Peinture	"Vendu, 39 livres"
F-A2008	CLAUDE LORRAIN (CLAUDE GELLÉE)	"Une marine éclairée par un soleil couchant, oú l'on voit sur la droite des ruines d'architecture, une tour & plusieurs vaisseaux."	Peinture	"Vendu, 132 livres"
F-A2008	"DOLCI, CARLO (Italian)"	Une Tête de femme vêtue dans le costume Italien.	Peinture	"Inconnue, 40 livres"
F-A2008	DUPONT (French)	"Un Paysage représentant une vue des vallées d'Aure, oú l'on voit sur le devant des femmes qui s'occupent á laver & á secher du linge. Ce Tableau d'une grand vérité, est fait pour faire honneur aux talens de ce jeune artiste dont les productions nous sont peu connues."	Peinture	Inconnue
F-A2008	"ECHARD, CHARLES (French)"	"La vue d'une riviére avec plusieurs barques, dans la maniére de van Goyen."	Peinture	"Inconnue, 27 livres"
F-A2008	"LALLEMAND, JEAN BAPTISTE (French)"	"Deux Tableaux représentant des ruines & paysages des environs de Rome, tableaux d'un bel effet & d'une touche facile."	Peinture	Inconnue
F-A2008	"LAMEN, CHRISTOPH JACOBSZ. VAN DER (Flemish)"	"Un riche palais d'architecture á colonne, avec plusieurs grouppes de figures distribués sur différens plans, dont Abraham répudiant Agar."	Peinture	"Inconnue, 47 livres"
F-A2008	"PATER, JEAN BAPTISTE JOSEPH (French)"	"Un Paysage, vue des environs de Paris, oú l'on voit sur le devant un pâtre gardant des bestiaux; plusieurs autres figures ornent encore ce Tableau, qui est du beau faire de ce Maître."	Peinture	Inconnue
F-A2008	"SCHALCKEN, GODFRIED (Dutch)"	"Un buste de jeune fille coeffée en cheveux, les épaules couvertes d'un fichu."	Peinture	Inconnue
F-A2008	TEMPESTA PIETER MULIER THE YOUNGER (Dutch)	"Un Paysage montagneux coupé de riviéres, éclairé au soleil couchant; l'on remarque, sur le devant, plusieurs mulers que des hommes s'occupant á charger & conduire. Ce Tableau, d'une belle couleur & d'un effet piquant, a été attribué a Pinaker."	Peinture	"Vendu, 79 livres"
F-A2008	"TENIERS, DAVID THE YOUNGER (Flemish)"	"La Madeleine pénitente agenouillée dans le désert, oú l'on voit dans le haut du tableau & sur la droite une gloire qu'elle paroît regarder; le fond du tableau est encore occupé par un paysage montagneux. Ce tableau est du beau faire de ce maitre."	Peinture	"Vendu, 72 livres"
F-A2008	"VERNET, CLAUDE JOSEPH (French)"	"Une Marine oú l'on voit sur le côté gauche une partie de roche, sur laquelle un pêcheur & une femme ont peine á se soutenir contre le vent; une vague qui vient se briser, & qui s'eléve contre cette roche, laisse appercevoir derriére elle, un vaisseau battu de la tempête."	Peinture	Inconnue
F-A2009	ANONYMOUS (Unknown)	Dix ou douze tableaux de différens maîtes et étrangers à cette collection qui seront détaillés sous ce No.	Peinture	Inconnue
F-A2009	"HUE, JEAN FRANÇOIS (French)"	"Un paysage chaud de couleur et d'une bonne touche, il est orné de diverses figures, parmi lesquelles on distungue un homme monté sur un cheval blanc."	Peinture	"Vendu, 99 livres"
F-A2009	"MOLENAER, KLAES (Dutch)"	"Une vue de paysage prise dans les Bruyère d'Anvers : on y distingue parmi les arbres plusieurs maisons ; dont quelques-unes servent d'auberge, et à la porte desquelles des voyageurs sont arrêtés pour faire rafraichir leurs chevaux."	Peinture	"Vendu, 121 livres"
F-A2009	"NOGARI, GIUSEPPE (Italian)"	"Un Buste d'homme, vue de face et ajusté d'un habillement fourré, tenant un violon."	Peinture	"Vendu, 28 livres"
F-A2009	"VALENCIENNES, PIERRE HENRI DE (French)"	"Un beau paysage avec fabrique, composé dans le style distingué du Poussin, et exécuté d'une perfection à produire l'illusion de la nature. Ce morceau achevé dans tous ses détails, est orné de figures sur différens plans parmi lesquelles on distingue le sujet d'une course ; les amateurs des productions parfaites dans le genre du paysage, ne peuvent se procurer un morceau plus beau ni plus agréable ; il réunit au charme de la composition, une touche savante et un ton de couleur frais et naturelle dans ces différens plans."	Peinture	"Vendu, 1200 livres"
F-A2010	ANONYMOUS (Unknown)	"Six dessins par de Vael, Efaye Vandevelde & autres. (Sous ce n° : dessins par Autres)"	Dessin	Inconnue
F-A2010	BARBIERS (Dutch or Flemish)	"Deux gouaches vigoureuses & pittoresques : ce sont des vues d'Italie, ornés de figures & animaux. Les productions de cet artiste sont peu connues ici. Hauteur 11 pouces, largeur 17 pouces 6 lignes."	Dessin	Inconnue
F-A2010	"BAUR, JOHANN WILHELM (German)"	"Une vue de Venise, dessin précieux à la plume, lavé de bistre, par Willieme Baur."	Dessin	Inconnue
F-A2010	"BAUR, JOHANN WILHELM (German)"	"Deux gouaches des plus précieuses de ce maître. L'une représente une vue & édifice de Venise au bord de la mer ; sur le devant se voient plusieurs gondoles enrichies de figures, & dans le fond on aperçoit une galère ; l'autre représente les filles de Circé allant au temple. Elles viennent de la vente de Mr. de Gagni, N°.33 de son catalogue ; vendues 480 liv. Hauteur 5 pouces & demi, largeur 8 pouces."	Dessin	Inconnue
F-A2010	"BOUCHER, FRANÇOIS (French)"	"Quatre dessins par Boucher, Le Prince, Robert & Huet. (Sous ce n°. : dessin par Boucher)"	Dessin	Inconnue
F-A2010	"BOUCHER, FRANÇOIS (French)"	"Junon ordonne à Eole de déchaîner les vents, pour tourmenter la flotte des Troyens ; à la plume, lavé de bistre. Hauteur 11 pouces, largeur 15 pouces."	Dessin	Inconnue
F-A2010	"CASANOVA, FRANCESCO GIUSEPPE (Italian)"	"Sept dessins par Parocelle, le Rue & Casanove. (Sous ce n°. : dessin par Casanove)"	Dessin	Inconnue
F-A2010	"DELARUE, PHILIBERT-BENOÎT (French)"	"Deux dessins, esquisse de batailles par le même."	Dessin	Inconnue
F-A2010	"FRAGONARD, JEAN HONORÉ (French)"	"Deux dessins de la procession du pape autour de la Rotonde. A la plume, lavé au bistre. Hauteur 12 pouces, alrgeur 17 pouces."	Dessin	Inconnue
F-A2010	"FRAGONARD, JEAN HONORÉ (French)"	Un dessin par le même [Fragonard]. Une femme à une croisée caresse un pigeon.	Dessin	Inconnue
F-A2010	"GRAVELOT, HUBERT FRANÇOIS BOURGUIGNON (French)"	"La Rosière de Salency. Ce dessin à la plume, lavé de bistre, est gravé. Hauteur 14 pouces, largeur 17 pouces."	Dessin	Inconnue
F-A2010	HUET (French)	Deux dessins d'oiseaux colorés. Par Huet.	Dessin	Inconnue
F-A2010	"HUET, JEAN-BAPTISTE (French)"	"Une gouache ; paysage enrichi de figures & animaux. Hauteur 6 pouces, largeur 9 pouces."	Dessin	Inconnue
F-A2010	"JORDAENS, JACOB I (Flemish)"	"Six dessins, compositions différentes par Jacques Jordans."	Dessin	Inconnue
F-A2010	"LA HYRE, LAURENT DE (French)"	Six dessins par la Hire & autres. (Sous ce n°. : dessin par la Hire)	Dessin	Inconnue
F-A2010	"LAFAGE, RAYMOND DE (French)"	"Un dessin capital de ce maître, représentant l'enlèvement d'Europe : composition de plus de quinze figuresc. Hauteur 18 pouces, largeur 23 pouces."	Dessin	Inconnue
F-A2010	"LAFRENSEN, NICLAS II (Swedish)"	"L'intérieur de'un parc, où se repose une compagnie de dix personnes, près de la statue de l'amour : derrière elle est une jeune fille venue écouter avec un air de mystère la conversation. Cette gouache est une des plus agréables de l'artiste. Hauteur 8 pouces, largeur 11 pouces."	Dessin	Inconnue
F-A2010	"LAGRENÉE, JEAN JACQUES THE YOUNGER (French)"	"Une caravane dans le genre de Benedette. Composition de douze figures ; dessinée au bistre rehaussé de blanc sur papier gris. Hauteur 19 pouces, largeur 22 pouces."	Dessin	Inconnue
F-A2010	"LAGRENÉE, JEAN JACQUES THE YOUNGER (French)"	"Un dessin forme de frise, représentant l'administration de Joseph. Cette belle composition est à la plume & au bistre sur papier blanc. Hauteur 6 pouces, largeur 19 pouces."	Dessin	Inconnue
F-A2010	"LAGRENÉE, JEAN JACQUES THE YOUNGER (French)"	"Combat entre les Romains & les Sabins : les filles de ces derniers viennent de se jeter entre les combattans & font cesser le combat. Ce beau dessin est fait à l'imitation de Polidor. A la plume, rehaussé de blanc, sur papier bleu en forme de frise. Hauteur 6 pouces, largeur 23 pouces."	Dessin	Inconnue
F-A2010	"LALLEMAND, JEAN BAPTISTE (French)"	"Deux gouaches très-terminées ; vues de Rome ; l'une est la place du peuple & l'autre la place du palais Colonne. Hauteur 14 pouces, largeur 19 pouces."	Dessin	Inconnue
F-A2010	"LE BRUN, CHARLES (French)"	"Quatre grands dessins, dont un Le Brun. (Sous ce n°. : dessin de Le Brun)"	Dessin	Inconnue
F-A2010	"LE PAON, JEAN-BAPTISTE (French)"	"La foire de Guibrai ; superbe composition de plus de 500 figures. Ce dessin capital mérite une attention particulière ; il est à la plume & coloré. Hauteur 19 pouces, largeur 40 pouces."	Dessin	Inconnue
F-A2010	"LEBARBIER, JEAN JACQUES FRANÇOIS (French)"	"Six dessins par Lagrenée, le Barbier, Roettier & autres. (Sous ce n°. : dessin par le Barbier)"	Dessin	Inconnue
F-A2010	"LEBOUTEUX, PIERRE-MICHEL (French)"	"Moïse touchant le rocher : riche composition au crayon noir & blanc sur papier bleu. Hauteur 16 pouces, largeur 22 pouces."	Dessin	Inconnue
F-A2010	"LEBOUTEUX, PIERRE-MICHEL (French)"	"Six dessins, vues d'Italie par le Bouteux, Vatteau & autres. (Sous ce n°. :  dessin par le Bouteux)"	Dessin	Inconnue
F-A2010	LEPRINCE (French)	"Deux paysages, dont un Le Prince coloré, & un Boucher très-fin, à la pierre noire sur papier blanc. (Sous ce n°. : Deux paysages, dont un Le Prince coloré.)"	Dessin	Inconnue
F-A2010	LEPRINCE (French)	"Quatre dessins par Boucher, Le Prince, Robert & Huet. (Sous ce n°. : dessin par Le Prince)"	Dessin	Inconnue
F-A2010	MEYER (Unknown)	Trois dessins très-terminés par Meyer.	Dessin	Inconnue
F-A2010	"MICHEL, GEORGES (French)"	"Un paysage pittoreque orné de figures & animaux : cette gouache est vigoureuse. Hauteur 16 pouces, largeur 23 pouces."	Dessin	Inconnue
F-A2010	"NATOIRE, CHARLES JOSEPH (French)"	"Six dessins par Natoire, le Bouteux & Huet. (Sous ce n°. : dessin par Natoire)"	Dessin	Inconnue
F-A2010	NEW (Unknown)	"Deux marches de chariots escortés par des cavaliers ;dessins à la plume, lavés de bistre, par Casacove."	Dessin	Inconnue
F-A2010	"NICOLLE, VICTOR JEAN (French)"	"Un superbe dessin d'architacture coloré ; il offre un vaste escalier qui mène à un grand monument ; il est orné de figures. Hauteur 15 pouces, largeur 22 pouces."	Dessin	Inconnue
F-A2010	"NIVARD, CHARLES FRANÇOIS (French)"	"Deux gouaches précieusement faites ; elles représentent des paysages pittoresques ornés de fabriques, figures & animaux. Hauteur 14 pouces & demi, largeur 7 pouces."	Dessin	Inconnue
F-A2010	"NOËL, ALEXANDRE JEAN (French)"	"Deux superbes gouaches, représentant des vues d'Espagne. Dans l'une, à droite, sont des rochers au haut desquels est construit un bâtiment, qui se termine par un pavillon ; un peu plus loin est un aqueduc ; au milieu sont plusieurs fabriques de belles formes : le fond à gauche se termine par des montagnes ; les devans sont garnis de blanchisseuses & de pêcheurs. L'autre composée dans le même genre, n'est pas moins intéressante & de même enrichie de figures. Hauteur 24 pouces, largeur 36 pouces."	Dessin	Inconnue
F-A2010	"NORBLIN, JEAN PIERRE DE LA GOURDAINE (French)"	"Un choc de cavalerie ; dessin plein d'action & capital ; il est chaudement coloré sur papier blanc. Hauteur 13 pouces, largeur 16 pouces."	Dessin	Inconnue
F-A2010	"NORBLIN, JEAN PIERRE DE LA GOURDAINE (French)"	"Un dessin riche de composition & d'une exécution précieuse, représentant une mêlée sous le canon d'un fort. A la plume, lavé de bistre. Par Norblin."	Dessin	Inconnue
F-A2010	"PAJOU, AUGUSTIN (French)"	"Deus superbes dessins faisant pendans : l'un représente Albinius qui fait descendre sa famille de ses chariots, pour y faire monter les vestales qui fuyoient de Rome avec les vases sacrés, l'an 364 de la fondation de la république ; l'autre est l'irruption des Romains par un souterrain, dans le temple de Cybèle de la ville de Vejes au moment d'un sacrifice. Ces deux dessins capitaux sont connus par les belles estampes de M. Martini ; & sont d'une grande correction, d'un style noble, qui fait le plus grand honneur au talent de cet artiste. Ils viennent de la vente de M. de Vaudreuil, N°. 160 de son catalogue. Hauteur 20 pouces, largeur 15 pouces."	Dessin	Inconnue
F-A2010	PALMIERI (Italian)	"Un dessin de Palmieri, étude pmrécieuse d'un vieillard, savament dessinée à la plume."	Dessin	Inconnue
F-A2010	REMBRANDT HARMENSZ. VAN RIJN (Dutch)	"18 dessins, études & croquis par le même."	Dessin	Inconnue
F-A2010	"ROBERT, HUBERT (French)"	"Trois autres [dessins] par le même [Robert], à la pierre noire, sur papier blanc."	Dessin	Inconnue
F-A2010	"THIBAULT, JEAN THOMAS (French)"	"Deux statues, ajustées pour être exécutées dans des jardins Anglois. A la plume, lavés de bistre. Par Thibault."	Dessin	Inconnue
F-A2010	"UDEN, LUCAS VAN (Flemish)"	Deux dessins précieux par Vanhuden.	Dessin	Inconnue
F-A2010	"VERNET, CLAUDE JOSEPH (French)"	"Vue d'un pont de Rome avec une galère sur le devant. A la plume, lavé de bistre. Hauteur 12 pouces, largeur 17 pouces."	Dessin	Inconnue
F-A2010	"WAGNER, JOHANN GEORG (German)"	"Deux gouaches représentant des paysages & vues de rivières, ornées de figures & animaux, spirituellement touchées. Elles sont gravées par Aliamet. Hauteur 7 pouces & demi, largeur 10 pouces."	Dessin	Inconnue
F-A2010	"WOUWERMAN, PHILIPS (Dutch)"	"Une étude de cheval : un homme est au bas qui remet ses guêtres. Sur le devant sont deux chiens couchés. A la pierre noire sur papier blanc. Hauteur 5 pouces, largeur 6 pouces."	Dessin	Inconnue
F-A2010	"CHARDIN, JEAN BAPTISTE SIMÉON (French)"	"Un tableau d'après un bas-relief de François Flamand, imitant parfaitement le bronze. Hauteur 9 pouces, largeut 11 pouces. (Copie par Chardin d'après Fr. du Quesnoy)"	Peinture	Inconnue
F-A2010	KONINCK (Dutch or Flemish)	"Un philosophe en méditation : il est assis devant une table où sont posés des livres. Ce tableau est d'un effet vrai & tient à la manière de Rembrand. Hauteur 27 pouces, largeur 23 pouces."	Peinture	Inconnue
F-A2010	"LOUTHERBOURG, PHILIP JAMES DE (British)"	"La vue d'un port : les devants sont ornés de figures & animaux. Hauteur 11 pouces, largeur 18 pouces."	Peinture	Inconnue
F-A2010	"METSU, GABRIEL (Dutch)"	"Un intérieur de chambre Hollandoise, dans laquelle une jeune femme malade dort , assise dans une bergère ; derrière elle est une vieille gouvernante qui tient un pot, & qui a l'air de craindre de la réveiller. Hauteur 12 pouces, largeur 10 pouces."	Peinture	Inconnue
F-A2010	MOUCHERON (Dutch)	"Un paysage ; il représente l'entrée d'une forêt, au bord de laquelle se trouve une auberge : le devant du tableau est enrichi par des figures & animaux peints par Asselin. Hauteur 16 pouces, largeur 21 pouces."	Peinture	Inconnue
F-A2010	"OSTADE, ISACK VAN (Dutch)"	"Le portrait de cet artiste & celui de son épouse : ils sont suivis par un petit jeune homme ; devant eux est un pauvre qui leur tend son chapeau. Ce tableau est d'une couleur chaude, & largement touché. Hauteur 14 pouces, largeur 13 pouces."	Peinture	Inconnue
F-A2010	"REGNAULT, JEAN BAPTISTE, BARON (French)"	"Céphale & Procris. Ce tableau est composé avec les graces de l'Albane & du pinceau le plus moelleux. Hauteur 36 pouces, largeur 45 pouces."	Peinture	Inconnue
F-A2010	REMBRANDT HARMENSZ. VAN RIJN (Dutch)	"Une tête de jeune femme richement vêtue dans le costume juif, de forme ovale. Hauteur 22 pouces, largeur 17 pouces."	Peinture	Inconnue
F-A2010	CLODION CLAUDE MICHEL (French)	"Une figure de femme en pied, elle tient deux flûtes, & est drapée dans le style antique. Hauteur 15 pouces."	Sculpture	Inconnue
F-A2010	"MARIN, JOSEPH-CHARLES (French)"	"Une femme satyre tenant deux petits satyres ; un sur ses genoux, & l'autre à côté d'elle. Ce groupe est intéressant & modelé avec esprit. Hauteur 8 pouces."	Sculpture	Inconnue
F-A2010	"MARIN, JOSEPH-CHARLES (French)"	"La sculpture personnifiée par une femme tenant son maillet de la main droite, & de l'autre un médaillon où il est sculpté, en bas-relief, le portrait de Mr. de la Fayette. Hauteur 9 pouces."	Sculpture	Inconnue
F-A2011	"COCHIN, CHARLES-NICOLAS II (French)"	"Un Portefeuille contenant un grand nombre de croquis et premières pensées de divers Dessins, exécutés par le même [Cochin], ainsi que diverses contr'épreuves à la sanguine, dont il sera fait plusieurs lots."	Dessin	Inconnue
F-A2011	"CHARDIN, JEAN BAPTISTE SIMÉON (French)"	"Un très-petit par le même [Chardin], de forme ronde, représentant des Livres et Papiers posés sur une table, de 10 pouces de diamètre."	Peinture	Inconnue
F-A2011	"VERNET, CLAUDE JOSEPH (French)"	"Deux, par Jos. Vernet, faits avec tout l'art et l'esprit possibles : dans l'un est représenté un naufrage au bord de la mer, et diverses figures analogues au sujet : dans l'autre, non moins interessant, on voit des hauts rochers, et sur le devant plusieurs grouppes de figures : ils sont peints sur toile portant 15 pouces de haut sur 12 de large. (Sous ce N°. : un naufrage au bord de la mer, et diverses figures analogues au sujet)"	Peinture	Inconnue
F-A2012	CHINESE (Chinese)	"Deux autres dessins, cérémonies chinoises."	Dessin	Inconnue
F-A2012	CHINESE (Chinese)	"Un écran en pierre calcaire peinte, sujet chinois ; son support & montant sont en bois de Chine, avec un plateau peint de même matière, entouré de même bois à jour."	Peinture	Inconnue
F-A2012	ANONYMOUS - ANTIQUE (Unknown)	"Un buste de Germanicus, en marbre blanc & antique, sur un fort socle carré de marbre bleu turquin."	Sculpture	Inconnue
F-A2012	ANONYMOUS - ANTIQUE (Unknown)	"Deux vasques ou cuves antiques en marbre noir, avec leurs socles & supports."	Sculpture	Inconnue
F-A2012	ANONYMOUS - ANTIQUE (Unknown)	"Une figure d'Antinoüs, proportion de 30 pouces, belle copie d'après l'antique."	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	"Onze Fétiches ou dieux des Sauvages ; il y en a en pierre & en terre, la plupart sont de bois. (Sous ce no : Des fétiches ou dieux des sauvages)"	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	"Deux petites colonnes de marbre de Sicile, avec piedestaux en brêche violette & bleu turquin, surmontées chacune d'une boule milliaire avec pied douche & aiguille de cuivre en couleur."	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	"Un autre petit vase avec pied douche & couvercle, enrichi de frises arabesques de relief."	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	Une autre [pyramide] en marbre d'Italie.	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	"Un vase de lave de forme étrusque, & à anses prises dans la masse, sur socle carré."	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	"Trois têtes en bronze, dont un Janus."	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	"Un buste de Bacchus, avec incrustations en argent."	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	Les fragmens d'une main & d'un pied.	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	Un petit fût de colonne en porphyre rouge.	Sculpture	Inconnue
F-A2012	ANONYMOUS (Unknown)	La statue d'une femme.	Sculpture	Inconnue
F-A2012	CHINESE (Chinese)	"Un vaisseau chinois travaillé à jour ; il est en ivoire ainsi que les sujets, sous une cage de verre."	Sculpture	Inconnue
F-A2012	EGYPTIAN (Egyptian)	Un prêtre à tête de chat & une prêtresse d'Isis.	Sculpture	Inconnue
F-A2012	EGYPTIAN (Egyptian)	"Une figure de prêtre égyptien, en basalte très-dur auquel manquent les pieds."	Sculpture	Inconnue
F-A2012	EGYPTIAN (Egyptian)	"Un prêtre d'Osiris, en terre cuite, recouvert d'un émail verdâtre."	Sculpture	Inconnue
F-A2012	EGYPTIAN (Egyptian)	Un prêtre d'Osiris couvert d'hiéroglyphes devant & derrière.	Sculpture	Inconnue
F-A2012	GREEK (Greek)	"Un vase du plus beau bronze grec, dont les yeux étoient incrustés."	Sculpture	Inconnue
F-A2014	"BOUCHER, JUSTE-NATHAN (French)"	"Une Etude à la gouache, par M. Lagrenée jeune, et deux dessins par Boucher, le fils. (Sous ce no. : Deux dessins par Boucher, le fils)"	Dessin	Inconnue
F-A2014	"VANLOO, CHARLES ANDRÉ CARLE VANLOO (French)"	"Une Etude terminée du Portrait de la feue Reine, par Carles Vanloo."	Peinture	Inconnue
F-A2014	VERNET (French)	Une tempête d'après Vernet.	Peinture	Inconnue
F-A2015	ANONYMOUS (Unknown)	"Huit dessins, par différens bons maîtres, qui seront détaillés au cours des vacations."	Dessin	Inconnue
F-A2015	"BOUCHARDON, EDMÉ (French)"	"Un dessin terminé à la sanguine, composition de onze figures, représentant J.C. à table avec ses Apôtres."	Dessin	Inconnue
F-A2015	"BOUCHER, FRANÇOIS (French)"	"Un dessin aux trois crayons, représentant une marchande de bouquets."	Dessin	Inconnue
F-A2015	"DIETRICH, CHRISTIAN WILHELM ERNST (German)"	"Un dessin à la plume et au bistre, représentant un paysage, vue d'un site montagneux, orné de plusieurs figures et animaux."	Dessin	Inconnue
F-A2015	"MIERIS, WILLEM VAN (Dutch)"	Deux jolis dessins à la pierre noire précieusement terminés sur velin.	Dessin	Inconnue
F-A2015	"POELENBURGH, CORNELIS VAN (Dutch)"	"Un dessin à la plume et au bistre sur papier blanc, représentant Diane et Endymion."	Dessin	Inconnue
F-A2015	"TINTORETTO, JACOPO JACOPO ROBUSTI (Italian)"	Un dessin de deux figures représentant Jacob bénissant Esaü.	Dessin	Inconnue
F-A2015	"ALBANI, FRANCESCO (Italian)"	"Un petit Tableau de forme ovale, orné d'un grand nombre de figures représentant la Prédication de saint Jean."	Peinture	Inconnue
F-A2015	ANONYMOUS (Unknown)	"Douze petits Tableaux, par différens Artistes, qui seront divisés aux vacations ; savoir, trois Tableaux, dont deux Paysages dans la manière du Guaspre ; une marine et un dessin de Loutherbourg ; deux petits sujets par Michel ; deux vues de la Suisse et un Paysage représentant un Jardin anglais ; et deux autres, dont un petit chien. (Sous ce n° : Six petits tableaux)"	Peinture	Inconnue
F-A2015	CLAUDE LORRAIN (CLAUDE GELLÉE)	"Un Paysage et vue de rivière, orné de plusieurs figures distribuées sur différens plans, enrichi de ruines et monumens : de belles masses d'arbres et des lointains terminent le fond de ce Tableau."	Peinture	Inconnue
F-A2015	"DIETRICH, CHRISTIAN WILHELM ERNST (German)"	"Un Tableau paysage, dans le style de Salvator Rosa, orné d'un groupe de quatre figures de femmes, près d'une rivière qui passe au pied d'une belle masse de rochers."	Peinture	Inconnue
F-A2015	"DUGHET, GASPARD GASPARD POUSSIN (French and Italian)"	"Douze petits Tableaux, par différens Artistes, qui seront divisés aux vacations ; savoir, trois Tableaux, dont deux Paysages dans la manière du Guaspre ; une marine et un dessin de Loutherbourg ; deux petits sujets par Michel ; deux vues de la Suisse et un Paysage représentant un Jardin anglais ; et deux autres, dont un petit chien. (Sous ce n° : Deux Paysages)"	Peinture	Inconnue
F-A2015	"HACKAERT, JAN (Dutch)"	"Un Paysage : la droite est occupée par un chemin pratiqué au bas d'un rocher, orné de trois figures, dont un homme sur un cheval blanc conduisant un troupeau, par A. Vandenwelde ; la gauche est bordée d'une rivière et de lointains qui terminent le fond de ce Tableau."	Peinture	Inconnue
F-A2015	"JORDAENS, HANS (Flemish)"	"Seize Tableaux, par différens bons maîtres, qui seront détaillés sous ce numéro ; savoir, un Paysage attribué à Locatelli ; un autre de Hans Jordans ; une Sainte-Famille de Blanchard ; deux Paysages ; une Marche de soldats, par Loutherbourg ; un Paysage de Bourdon ; une Madeleine de Benedette Lotti ; une Tête de femme de l'école de Rembrant ; un Paysage dans le genre des Carraches ; un Paysage dans la manière de Salvator Rosa ; un Vieillard de l'école de Scalken ; un Paysage de Monperché ; et l'Amour ramoneur, par C. Coypel. (Sous ce n° : Un paysage)"	Peinture	Inconnue
F-A2015	"LAGRENÉE, LOUIS JEAN FRANÇOIS (French)"	"Bethsabée au bain : elle est vue, debout près d'un bassin sur le devant du Tableau, accompagnée de trois de ses suivantes, dont une derrière elle tenant ses vêtemens ; plus loin sont les deux autres, dans le fond on voit David sur la terrasse de son palais. Ce Tableau, qui est une des belles productions de ce maître, a fait partie de plusieurs Collections où il fut vendu en dernier 1000 livres à la vente du Chevalier Lambert."	Peinture	Inconnue
F-A2015	"METSU, GABRIEL (Dutch)"	"Une jeune femme tenant une grappe de raisin, qu'elle montre par une croisée, sous laquelle est placé un baquet rempli de raisins et autres accessoires."	Peinture	Inconnue
F-A2015	REMBRANDT HARMENSZ. VAN RIJN (Dutch)	"La vue d'une Campagne ; le devant est occupé par différens plans coupés, et terrains sablonneux ; on remarque à gauche une chaumière, quelques figures et une voiture. Ce tableau offre de grands détails."	Peinture	Inconnue
